ID,Title,Bias
80501,121519,Democrats’ Selective Outrage,Right
80510,121529,National Democrats Slander Minnesota’s Jason Lewis,Right
80524,121548,"This Is Not James Comey’s Fault, Democrats",Right
80557,121594,The Democrats Who Cried Wolf,Right
80559,121596,North Carolina Democrats Applaud Boycotts of North Carolina,Left
80580,121617,How Blue-Collar Democrats Turned Michigan Red for Trump,Right
80594,121631,Democrats Have No One to Blame but Themselves for Trump,Right
80686,121735,Can the Republican Party Keep Trump Democrats?,Neutral
80703,121752,The Not-Yet-Emerging Democratic Majority,Left
80736,121797,"For Democrats, the Road Back",Right
80745,121806,What’s Next for the Democratic Party?,Neutral
80761,121822,Can Democrats Quit Identity Politics?,Right
80783,121854,"Before Hillary Clinton Lost, Scrutinizing Election Results Was ‘Unpatriotic’ and ‘Undemocratic’",Right
80844,121941,Democrats Finally Wake Up to the Dangers of Illiberalism,Right
80847,121944,The Democrats’ Days of Rage and Denial,Right
80899,122008,Did Democrats Learn Anything From Their Attack on the Filibuster?,Right
80940,122062,Democrats Should End the Blame Game and Turn to the Heartland,Right
80953,122082,Celebrities Rallying to Overturn Trump’s Election Are Not Helping the Democratic Party,Right
80999,122152,Democrats Are Crying Wolf in North Carolina,Right
81049,122215,"Under Obama, a Disaster for the Democrats",Right
81075,122258,Kerry to Israel: A State Cannot Be Both Jewish and Democratic,Left
81469,122799,Local Democrats practically begging Hillary to run for mayor,Left
81480,122813,Another sign that Democrats are abandoning Israel,Right
81499,122854,Democrats silent as Israel-bashers get louder,Right
81501,122856,Democrats wage anti-Trump offensive for their own gain,Left
81520,122880,"Manhattan Democrats let their chief be a lobbyist, too?",Left
81833,123308,Trump calls out ‘angry’ Democrats on Twitter,Right
81842,123317,Trump-Lewis feud prompts more Democrats to skip inauguration,Left
81950,123480,Democrats are in gridlock over John Lewis’ claims and other notable comments,Right
82113,123690,Democrats’ real fury is over their own collapse,Right
82534,124314,Democrats are already plotting to block Trump’s Supreme Court pick,Right
82588,124382,Democrats delay Jeff Sessions’ AG confirmation with this trick,Right
82646,124454,Senate Democrat admits fight against Gorsuch is just politics,Right
82656,124464,Grassroots rage and the Democrats’ crackup,Right
82659,124467,Democrats are digging their own grave — and boosting Trump at the same time,Right
82680,124488,What do Democrats do when they’re done acting out?,Right
82822,124674,Why scared Democrats need to back Neil Gorsuch,Right
82890,124780,Democrats trying their hardest to sink DeVos nomination,Left
82914,124807,What’s really behind Democrats’ all-night anti-DeVos show,Right
83005,124918,The Democratic Party has lost its mind — and its soul,Right
83079,125006,"In race to run the Democratic Party, common sense has already lost",Right
83081,125008,Democrats’ empty anti-Trump stunts have made the Senate a circus,Right
83357,125404,Offing Andy Puzder will likely only feed Democrats’ blood lust,Left
83761,125939,Democrats are asking all the wrong questions of wannabe party chairs,Right
83905,126140,The Democrats who don’t dare face voters at town halls,Right
84027,126310,Democrat calls himself a Republican in response to Trump speech,Right
84029,126313,Democrats proved Tuesday night that they still don’t get it,Right
84493,126904,Blank book about Democrats is No. 1 bestseller on Amazon,Left
84755,127259,Democrats still haven’t faced their God problem,Right
85317,127994,Democrat ‘not inclined’ to join filibuster on Gorsuch vote,Neutral
85486,128187,Pair of Senate Democrats signal support for Gorsuch nomination,Right
85604,128316,Democrat will join filibuster against Gorsuch over ‘lack of humanity’,Left
85640,128384,Democrats and Republicans split over Gorsuch nomination forecast,Neutral
85924,128722,The filibuster war was all about Democrats’ excesses,Right
85967,128770,‘Cuomole’ has state Democrats on edge,Right
86400,129378,Democratic Convention used American flags ‘to hide crazy people shouting things’,Right
86469,129453,Democrats’ ridiculous tax attack,Right
86489,129474,Democrats’ all-too-telling love for Maxine Waters,Left
86847,129935,Democrats are still rushing to extremes,Right
87003,130115,Even Bernie Sanders thinks Democrats have gone too far,Right
87016,130152,Trump chides Democrats for blocking his policies,Left
87225,130411,Democrats’ bizarre response to passing of ObamaCare repeal,Neutral
87296,130484,Trump’s embrace of Andrew Jackson could let Democrats steal Honest Abe,Left
87384,130602,Trump says ‘fake media’ should probe Democrats’ ties to Russia,Right
88010,131398,"Sorry, Democrats: You’re not putting country above party, either",Right
88586,132188,Today’s Democrats have no problem embracing known terrorists,Right
88665,132285,White House tells agencies to ignore Democrats’ oversight requests,Right
88696,132317,Putin is ruthlessly trolling the Democrats,Right
89083,132859,Top Democrat calls for investigation of Loretta Lynch’s Clinton probe,Neutral
89203,133020,Democrats’ pathetic bid to swear their way into voters’ hearts,Right
89757,134525,Democrats are de Blasio’s No. 1 affordable housing problem,Right
90144,134931,Hacker leaks Democrats’ research reports on Trump,Left
90183,134972,Democrats finally regret crying wolf all those years,Right
90195,134984,Boston ‘shadow donor’ scandal casts shadows on Democrats nationwide,Right
91071,135930,The ambitious Democrat who can make Trump University explode,Left
91177,136042,Democratic party leader resigning in wake of email leak,Right
91271,136156,Democrats will stick to denial even if it means burning down the Republic,Right
91606,136531,Democrats fire warning shots at Hillary — and she better listen,Left
91727,136664,Democratic minority challenger accused of sexism,Right
91796,136739,Why Democrats don’t want you to have the same rights as Hillary,Right
91864,136813,Sanders won the soul of the Democratic Party,Left
92026,137001,Obama’s legacy is a devastated Democratic Party,Right
92127,137114,Cheesy doc ‘Hillary’s America’ is an attack on all things Democratic,Left
92544,137588,Why Marco Rubio is Democrats’ worst nightmare,Right
92755,137847,Christie exposes Democrats’ Supreme hypocrisy,Right
92916,138037,Democrats no longer care that their soda tax hits the poor hardest,Right
92945,138070,Flip-flop flap: A Democrat stands up for formal wear,Right
93385,138576,New York Democrats have a horrendous record on sexual harassment,Right
93397,138589,How Trump won over a bar full of undecideds and Democrats,Right
93506,138730,CEO who gouged EpiPen price is daughter of Democratic senator,Right
93509,138733,Democrats keep pointing fingers everywhere but at themselves,Right
93703,138977,Wife held in husband’s shooting was Democratic delegate,Right
93764,139053,Two transgender candidates win in Democratic primaries,Left
93876,139195,Democrats’ failures are lost in the glare of Trump’s personality,Right
93882,139202,Hackers release phone numbers of House Democrats,Right
94630,140130,Obama’s main legacy: the collapse of the Democratic Party,Right
94732,140266,Leaked emails show how Democrats screwed Sanders,Right
95127,140790,The Democrats are in bad shape — even if Hillary wins,Right
95172,140843,Democrats should join Trump in calming the nation,Right
95228,140919,Hillary’s vow to kill coal miners’ jobs finishes a vast Democratic betrayal,Right
95672,141495,Are there any adults left in the Democratic Party?,Right
95673,141497,"In choosing their next chief, Democrats should listen to Obama",Left
95674,141498,"Democrats’ cloudy future, Obama’s failure to lead, and other notable commentary",Right
96117,142086,Democratic ‘tracker’ fired for ‘stalking’ Republican candidate,Right
96341,142374,"Ivanka Trump, husband vacation on billionaire Democrat’s yacht",Left
96808,143048,Why the Democrats owe Mitt Romney an apology,Right
97143,143495,Hillary’s financial history is a clear trap for Democrats,Right
97204,143589,"New York deserves a Democratic debate — stop dodging, Hillary",Left
97362,143822,"Sorry, it’s the Democrats who racialized US politics",Right
97390,143862,Democrats bickering over next National Committee chair,Right
97461,143962,Democrats’ empty bench left Tim Kaine as Hillary’s only real choice,Right
97466,143967,Hackers reveal Hollywood elite’s role in Democratic Party,Right
97784,144397,Bernie Sanders warns Democratic bosses: Don’t push me out,Left
97794,144412,Democrats’ demons: reason to fear convention chaos,Right
97943,144649,Here’s whom Democrats could turn to in 2020 to unseat Trump,Right
98103,144895,Democrats plan to fight several Trump cabinet picks,Left
98147,144945,The joy of voting in the Democratic primary as a conservative Republican,Right
98325,145192,"Now, even Democrats can see the ObamaCare death spiral",Right
98725,145777,Democrats demand transcripts from Michael Flynn’s talks with Russian ambassador,Left
98791,145855,Democrats hopeful $8.3m can spark resistance vote in Georgia special election,Left
98794,145860,Civil war has broken out inside the Democratic party. Does the future belong to the populist left or the centrists?,Right
98837,145912,The Democrats’ Davos ideology won’t win back the midwest,Right
98857,145936,Democrats seek 9/11-style commission to investigate Russian hacking,Left
98899,145989,"More Bernie, less Trump: is this how Democrats will win Montana’s special election?",Left
99153,146299,Democrats reluctantly accept James Comey at FBI as Russia inquiries expand,Left
99226,146389,Democrats must do to the Dakota pipeline what they did to Betsy DeVos: resist,Left
99239,146406,"James Comey: Democrat by birth, Republican by trade, thorn in the side of both",Neutral
99307,146497,"’Inspirational’ Corbyn offers blueprint for our party, say left-leaning Democrats",Left
99385,146590,’Party for the people’? Democrats seek Perez unity but doubters are vocal,Neutral
99572,146824,American healthcare is at a crossroads. Where is the Democrats’ bold vision?,Left
99668,146945,Bernie Sanders lambasts ’absolute failure’ of Democratic party’s strategy,Right
99712,147010,Democrats take us black voters for granted. What if we abandoned them?,Right
99958,147321,The anti-Trump resistance will fail if we don’t ditch establishment Democrats,Left
99994,147365,Obama and Democrats plan strategy meeting to protect Obamacare,Left
100024,147401,DNC leadership debate: candidates tout credentials as progressive Democrats,Left
100039,147423,Meet the Democrat who wants to be America’s first black female governor,Left
100157,147571,Lead Democrat accuses White House of distracting from Trump-Russia inquiry,Right
100189,147610,Democrats have no business rejoicing at the Trumpcare disaster,Right
100238,147668,The Democratic party is undermining Bernie Sanders-style candidates,Right
100458,147965,Democrats love bashing Trump. But that alone won’t help them win again,Right
100697,148269,Republican health bill: Democrats pledge Senate standstill over secrecy,Left
101057,148727,2020 vision? Kamala Harris oversight role gives Democrats a new rising star,Left
101222,148944,Democrats urge Obama to ’deprive’ Trump of use of Guantánamo Bay,Left
101285,149027,House Democrats challenge Deutsche Bank over review of Trump’s accounts,Left
101321,149079,Paul outlines Obamacare replacement as Sanders rallies Democratic supporters,Left
101391,149165,Senate Democrats pledge to block Neil Gorsuch’s supreme court nomination,Left
101403,149186,Fight for a free and independent press – it’s crucial to a democratic society,Left
101510,149326,Donald Trump blames Democrats for stunning failure to repeal Obamacare,Left
101558,149388,Trump sued by 200 Democratic lawmakers over foreign payments,Left
101615,149459,Will a gay mayor from the Rust Belt be the Democrats’ next leader?,Left
101780,149670,The Democrats delivered one thing in the past 100 days: disappointment,Right
101828,149727,Democrats embracing Tea Party tactics? That won’t work without a new ideology,Left
101909,149847,Democrats are right to fight Gorsuch’s confirmation – it will always be a stolen seat,Left
101915,149853,It was the Democrats’ embrace of neoliberalism that won it for Trump,Right
101977,149944,’Lack of respect’: Democrats hit back at Trump’s outrage over travel ban ruling,Left
102059,150049,"After the divisive Democratic National Committee chair election, what’s next?",Left
102109,150112,Healthcare hearing: Democrats try to stall bill as Ted Cruz voices pessimism,Left
102126,150135,Democrats turn to American people to protect Obamacare from looming repeal,Left
102428,150552,"House intelligence committee will also subpoena Flynn, top Democrat says",Left
102484,150625,Obama aide: Trump should ’reach out’ to Democrats boycotting inauguration,Left
102620,150818,Democrats call for Michael Flynn’s dismissal after reported Russia talks,Left
102894,151191,Neil Gorsuch under fire from Democrats in second day of Senate questioning,Right
102988,151321,Keith Ellison enters race to lead Democratic National Committee,Left
103027,151364,Democrats demand Congress end its vacation to approve Zika funding,Left
103071,151425,Debbie Wasserman Schultz to resign as DNC chair as email scandal rocks Democrats,Right
103147,151513,Clinton’s doctor: Democratic nominee is ’fit to serve as president’ – as it happened,Left
103407,151841,Hillary Clinton receives first national security briefing as Democratic nominee,Left
Column,id,title,Neutral
53518,73750,Trump’s Detail-Free First Pitch to Republicans,Left
53539,73781,Do Deficits Still Matter to Republicans?,Left
53560,73814,House Republicans and Democrats Represent Divergent Americas,Neutral
53607,73872,Cracks Appear in the Trump-Republican Alliance,Left
53737,74035,"The Republican Carbon Tax Is Republican, Say Republicans",Right
53753,74051,Republicans Don’t Know How or When to Repeal Obamacare,Left
53825,74163,The Federal Voting Agency Republicans Want to Kill,Left
53857,74195,Republicans’ Muted Response to Flynn’s Resignation,Right
53882,74221,What Happens Next Is Up to Republicans,Right
53945,74287,Republicans’ New Plan to Gut Public Insurance,Left
53998,74381,Republican Voters Trust Trump More Than GOP Leaders in Congress,Right
54019,74402,Republican Lawmakers Face Hostile Town-Hall Crowds,Left
54060,74448,Kansas Republicans Sour on Their Tax-Cut Experiment,Left
54119,74541,Trump’s Budget Proposal Threatens Democratic and Republican Ambitions,Left
54158,74582,The Cloak-and-Dagger Republican Obamacare Repeal Operation,Left
54168,74592,Republican Lawmakers Call for Sessions to Recuse Himself,Left
54235,74691,Can Trump Save the Republican Health-Care Bill?,Left
54259,74715,The People Helped by the Republican Health-Care Bill,Right
54347,74838,How Republicans Can Win By Making Their Peace With Obamacare,Right
54403,74894,The House Republicans Calling for Climate Action in the Trump Era,Right
54415,74906,Conservatives Get Their Shot to Change the Republican Health-Care Bill,Right
54531,75035,Conservatives Threaten to Sink Republican Health-Care Bill,Right
54577,75081,Republicans Can’t Find the Votes for Their Health-Care Bill,Left
54583,75088,Who Will Republican Voters Blame for the Failure of the GOP Health-Care Bill?,Left
54584,75089,The Republican Waterloo,Left
54586,75091,The Republicans Fold on Health Care,Left
54614,75158,It Doesn’t Get Any Easier for Republicans Now,Left
54621,75165,The Closing of the Republican Mind on For-Profit Colleges,Left
54642,75188,Why Do So Many Republicans Believe Trump’s Wiretap Claims?,Left
54700,75274,Why One Powerful Republican Doubts Trump’s Climate Policy,Right
54715,75289,The Republican Majority in Congress Is an Illusion,Left
54722,75296,The Republican Identity Crisis,Left
54799,75410,Will Republican Hawks Convince Trump to Take a Tougher Line on Syria?,Right
54802,75413,Republicans Abandon the Filibuster to Save Neil Gorsuch,Left
54869,75504,The Kansas House Race Giving Republicans the Jitters,Left
54916,75561,Republicans Stave Off a Kansas Shocker,Right
55017,75685,The Georgia Republican Who Succeeded by Keeping Her Distance From Trump,Right
55125,75827,Moderates Can Now Sink or Save the Republican Health-Care Bill,Left
55262,76003,"Watching the Benghazi Film, 13 Hours, With a Republican Crowd",Left
55289,76068,The Limits of the Republicans’ Immigration Debate,Left
55297,76076,The Republican Conflation of Immigration and ISIS,Left
55378,76213,The Republican Party’s Internecine Fights Spill Into the Open,Left
55407,76273,Republicans Won’t Even Fake It,Left
55413,76279,How a Florida Republican Challenged the Gun Lobby,Left
55421,76308,Can Democrats Get Republicans to Move on Scalia’s Replacement?,Right
55423,76310,Will Republicans Target Trump in Texas?,Left
55469,76356,Can Trump Divide and Conquer the Republican Establishment?,Right
55581,76541,How Donald Trump Could End the Republican Lock on the Mormon Vote,Left
55697,76683,How the Republican Race Could End,Neutral
56083,77164,Where Republicans Stand on Donald Trump: A Cheat Sheet,Left
56091,77172,Can Donald Trump Unite the Republican Party?,Left
56177,77285,A Republican Truce in the Making?,Right
56211,77320,​How Republicans Finally Got a Victory on Obamacare,Right
56259,77394,The Impossible Task Facing Republican Leaders,Right
56360,77520,How Republican Governors Are Narrowing Clinton’s Choices,Right
56432,77596,A Possible Republican Truce on Obamacare,Neutral
56459,77660,Republicans Beg Marco Rubio to Keep His Day Job,Left
56498,77699,Where Republicans Stand on Donald Trump: A Cheat Sheet,Neutral
56538,77739,What Does It Mean to Be a Republican?,Right
56575,77792,Republicans Struggle to Make Their Anti-Poverty Plan Heard,Left
56874,78150,"Trump Time Capsule #87: Land of 10,000 Lakes but Not Even 1 Republican on the Presidential Ballot",Left
57167,78505,House Republicans Abandon One of Their Own,Left
57200,78557,Trump Is on the Verge of Losing Even Republicans,Left
57221,78578,When House Democrats Turned Out the Lights on Republicans,Left
57312,78691,The Atlantic Policy & Politics Daily: Wanted: Speakers for the July Republican Convention,Right
57329,78709,Donald Trump Issues a Warning to Republicans,Left
57433,78827,Why Would a Republican Hawk Support Donald Trump?,Right
57477,78910,Where Republicans Stand on Donald Trump: A Cheat Sheet,Left
57609,79073,Planning for Calamity at the Republican Convention,Left
57614,79078,Will the Republican Party Recover Among Latino Voters?,Left
57634,79100,The Republican Hydra,Right
57647,79115,"Republicans’ Last, Doomed Fight Against Donald Trump",Left
57654,79137,The 19-Year-Old Republican Heading to Cleveland,Right
57655,79138,The Republicans Who Are Staying Home From Trump’s Convention,Left
57662,79156,Republicans’ Vaudeville Convention,Right
57692,79190,Do Republicans Know What ’Again’ Means?,Left
57705,79205,The Art of the Republican National Convention,Right
57711,79211,Why the Republican Convention Is So Mean,Left
57714,79215,’Lock Her Up’: How Hillary Hatred Is Unifying Republicans,Right
57722,79224,Trump Can’t Persuade Republicans to Like Him,Left
57751,79257,Do Republicans Think Trump Can Win?,Right
57765,79272,The Democrat That Republicans Really Fear Most,Left
57830,79362,Donald Trump Has Turned the Republicans Into the Party of Russia,Left
57900,79458,Sally Bradshaw Has Left the Republican Party,Neutral
57927,79485,Obama to Republicans: ‘Why Are You Still Endorsing’ Trump?,Left
57929,79487,Where Republicans Stand on Donald Trump: A Cheat Sheet,Right
57934,79492,The Atlantic Politics & Policy Daily: Republican Leaders to Donald Trump—We Need to Talk,Left
57943,79501,The Republican Ticket Splits on Paul Ryan Endorsement,Left
57967,79525,Republican Billionaires Break for Clinton,Left
58051,79638,Which Republicans Oppose Donald Trump? A Cheat Sheet,Left
58105,79706,How Trump Remixed the Republican ’Southern Strategy’,Left
58128,79743,Will Donald Trump Permanently Alienate Republican Women?,Left
58414,80095,The Atlantic Politics & Policy Daily: Hispanic Republicans Say Adios to Trump,Left
58417,80098,Donald Trump’s Immigration Speech Backfires Among Hispanic Republicans,Left
58431,80112,Which Republicans Oppose Donald Trump? A Cheat Sheet,Left
58970,80815,Which Republicans Oppose Donald Trump? A Cheat Sheet,Right
59016,80861,Mike Pence Embraces the Foreign Policy That Republican Voters Rejected,Left
59019,80864,Republicans Can Understand Science and Still Deny Climate Change,Left
59095,80966,Trump Tries to Intimidate Republicans Into Sticking With Him,Left
59103,80974,Donald Trump’s Bitter Barrage Against Republicans,Right
59114,80985,The Tweetstorm Heard ’Round the Republican Party,Left
59148,81021,Why Republicans Are Flip-Flopping On Their Endorsements,Left
59259,81159,"In the Age of Trump, No Wonder Republicans Miss William F. Buckley",Left
59286,81188,A Guide for Undecided Republicans﻿⁠⁠⁠,Left
59352,81279,Liberty University Students Want to Be Christians—Not Republicans,Left
59394,81323,The Republicans Giving In to Donald Trump,Left
59411,81362,Trump-Supporting Republicans Face a Backlash on College Campuses,Left
59432,81383,What Happens If Republicans Refuse to Replace Justice Scalia?,Neutral
59472,81423,Why Won’t More Republicans Privately Voting for Clinton Say So in Public?,Left
59507,81469,Which Republicans Oppose Donald Trump? A Cheat Sheet,Left
59577,81550,Can Republicans Contain Trump?,Left
59652,81650,Republicans Rally Around Paul Ryan,Right
59711,81710,"A Republican Mandate, but for What?",Left
59822,81861,Republicans Get Ready to Welcome Back Earmarks,Neutral
59848,81930,The Republican Attack on the American Dream,Left
59862,81944,The Republican Vogue for Stripping Citizenship,Left
59897,81980,The Republican Congress Is Filling Trump’s Cabinet,Left
60138,82289,Republicans Forge Ahead With Their North Carolina Power Grab,Right
60165,82317,"North Carolina’s ’Legislative Coup’ Is Over, and Republicans Won",Right
60468,82758,South Carolina: Gateway to the 2016 Republican nomination,Right
60485,82778,"Republicans on Capitol Hill, campaign trail joyful about prisoner release, still upset about Iran nuclear deal",Right
60614,82923,Fox News Republican debate: Four things to keep your eye on,Right
60640,82954,How the Iowa Democratic and Republican caucuses work,Neutral
60690,83009,Top House Republican demands Kerry explain $1.7 billion Iran payment,Right
60706,83027,Republicans push for Fiorina to be included in ABC debate,Right
60708,83029,"Obama rips ’doom and despair’ Republicans on economy, defends oil tax",Left
60817,83154,Hey Republicans -- Don’t screw this up,Left
60826,83163,Obama fires back at Senate Republicans in Supreme Court battle,Left
60835,83176,Republicans need to stop acting the fool,Left
60883,83233,Dems on their own? Republicans claim Clinton coattails ’fraying’,Right
60891,83243,Core Republicans throw support to Rubio as best bet to derail Trump,Left
60897,83250,What is a Trump Republican? GOP front-runner building diverse coalition,Right
61005,83368, November preview? Turnout surging in Republican primaries – and sinking for Democrats,Right
61136,83514,Fox News to host March 21 Republican presidential debate,Right
61154,83534,Republicans hammer EPA official over Flint water crisis,Right
61171,83552,Obama pressures Republicans with ’political’ Supreme Court pick,Left
61219,83608,Trump reportedly to meet with top Republicans in Washington,Right
61252,83643,"Bill Clinton slams ’awful legacy of the last eight years’, claims he was criticizing Republicans",Left
61317,83715,"Nearly 20,000 support petition to allow guns at Republican National Convention",Neutral
61396,83802,Palin calls on Republicans to unify behind Trump candidacy at GOP dinner,Right
61630,84062,"Republicans: Virginia Gov McAuliffe restored felon voting rights to help Clinton, ‘political opportunism’",Right
61641,84075,Cruz stays in the Republican presidential fight by quietly scoring delegates,Right
61728,84171,"Trump clinches, Cruz bails and the media face a new Republican reality",Left
61756,84201,A message for my fellow Republicans: If you back Trump you will not be trusted again,Right
61850,84311,Report: Anti-Trump Republicans contacted Mark Cuban about third-party bid,Left
61851,84312,Donald who? Wisconsin Republicans largely avoid Trump,Left
61914,84383,"’Blue Lives Matter’ display defaced at Dartmouth, college Republicans say",Left
61967,84443,Republicans seize on State Department audit to challenge Clinton’s repeated claims on emails,Right
61995,84475,North Carolina police department pulls out of Republican National Convention,Left
62012,84502,Cleveland officials to outline security measures for Republican National Convention,Neutral
62190,84712,Alaska Republicans back bill to prevent ObamaCare meltdown in state,Left
62226,84752,"Ryan, top Republicans urge caution on post-Orlando gun control measures",Right
62285,84819,Republican senator seeks bipartisan support for gun deal,Neutral
62294,84829,"African-Americans should start voting for Republicans, again",Right
62428,84977,Republican delegate revolt grows in effort to sidetrack Trump nomination,Right
62503,85068,House Republicans want more answers from FBI’s Comey on Clinton case,Right
62579,85148,Priebus on Republican convention: ’We’re ready for it’,Right
62580,85149,Republican National Convention: By the numbers,Neutral
62589,85159,"Republican officials approve convention rules, triggering uproar",Right
62603,85176,"Trump closes the deal, becomes Republican nominee for president",Right
62606,85179,Four things we’ve learned (so far) from the Republican Convention,Right
62780,85377,Republicans planning Trump ’intervention’ after rocky week,Right
62941,85551,House Republicans detail perjury allegations against Clinton,Right
63078,85704,Republican calls grow for second look at Clinton case,Right
63221,85868,Republicans push to re-open Clinton email case after FBI document drop,Right
63248,85900,Republicans demand answers on cash payment to Iran at tense hearing,Right
63255,85907,Trump Card? Republican voter registration a bright spot for campaign,Right
63605,86301,"ObamaCare architect on defense over rising premiums, blames Republicans",Right
63607,86303,Republicans blast FBI for ’astonishing’ agreement to destroy Clinton aides’ laptops,Right
63660,86359,"Republicans claim ’collusion’ after email appears to show DOJ, Clinton campaign contact",Right
63664,86363,"Trump rips Ryan, ’disloyal’ Republicans for shunning his campaign",Left
63678,86378,Who’s with Trump? Senate Republicans deeply split in wake of tape controversy,Left
63705,86408,Some big Republican donors want RNC to cut ties with Trump,Left
63848,86573,Republicans banking on carefully built House firewall,Right
63894,86625,Republicans renew calls for Clinton to be denied security briefings,Right
63912,86647,"Republicans have only guarded optimism about FBI probe changing Clinton, Trump race",Right
64075,86825,"Ryan says Trump victory will unify Republicans, vows to work ’hand in hand’",Right
64506,87298,Louisiana votes to send Republican John Kennedy to U.S. Senate,Right
64512,87305,CIA report of Russia interference in 2016 race divides Republicans,Left
64577,87376,9/11 record of Republican ’faithless elector’ called into question,Left
64655,87465,Republicans accuse Dems of ’hypocrisy’ after ’bathroom bill’ repeal falls apart,Right
64776,87742,Texas Republicans Unveil Anti-Gay Bathroom Bill Similar To NC’s HB2,Left
64833,87939,Republicans’ Big Dilemma On Obamacare: Do We Repeal The Taxes?,Left
64882,88057,The Week Republicans Woke Up To The Reality Of Obamacare Repeal,Left
64935,88228,Trump Is Not a Big Fan Of A Key Part Of Republicans’ Tax Plan,Left
64941,88244,Dem Senator On Republican O’Care Replacement: ’They Are In A Panic’,Left
65070,88535,Republicans Eye Tax Overhaul By August Recess,Left
65074,88542,Hill Republicans Grapple With Donald Trump’s First Days On The Job,Left
65096,88600,Republican Senator Says Trump’s Border Wall Should Be Offset,Left
65115,88631,The Republican Congress is Responsible,Left
65162,88755,Do Republicans Remember When They Promised They’d Be A Check On Trump?,Left
65225,88901,Obamacare Enrollment Slows In Final Days As Republicans Debate Repeal,Right
65241,88962,Republican Congressman Escorted Out By Police Amid Protests At Town Hall,Left
65306,89138,College Republicans Apologize For Handing Out Hitler-Themed Valentine’s Card,Left
65488,89566,Republicans Buy Time In Case That Could Destabilize Obamacare,Left
65508,89610,RECESS RUCKUS: Republicans Met With Jeers At Town Halls Across Country,Right
65538,89693,RECESS RUCKUS: Republicans Pressed To Be A Check On Trump,Left
65642,89976,Republicans Scramble To Defend Sessions After Russia Revelations,Left
65683,90096,House Republicans Unveil Obamacare Repeal Legislation ... At Long Last,Right
65761,90275,Pence: ’We Need Every Republican’ To Support Obamacare Repeal,Right
65764,90279,"Major Insurer Supports Republican Health Care Bill—Well, Parts Of It Anyway",Right
65770,90314,GOP Senator: Repeal Bill May Put House Republican Majority ’At Risk Next Year’,Left
65841,90471,Are Republicans Just Using Obamacare Repeal As Cover For Gutting Medicaid?,Left
65910,90635,Republicans Commandeer Hearing On Russian Meddling To Rail Against Leaks,Left
65926,90674,Spicer: Republicans Will ’Pay A Price’ If They Don’t Support GOP Health Bill,Neutral
65928,90677,Conservative Group Heritage Action Still Against Republican Health Care Bill,Left
65946,90730,Republicans Plan To Gamble On Obamacare Repeal Vote Friday,Left
65967,90770,Republicans Point Fingers As Health Care Bill Goes Down In Flames,Left
65974,90780,Republicans Unsure Health Care Bill Can Pass Hours Before Vote,Left
66007,90891,"Priebus: In Wake Of Repeal Failure, Time For Republicans ’To Start Governing’",Right
66030,90951,First Republican Lawmaker Says Nunes Must Recuse Himself From Russia Probe,Left
66135,91238,Why Unified Republican Government Went Rapidly Off The Rails,Left
66173,91330,Obamacare Repeal 2.0 Shows Republicans Have Learned Nothing,Left
66208,91393,Republican Sens. Want Info From DHS After It Requested Twitter User’s Info,Left
66221,91430,"In Georgia Race, Republicans Battle As Democrat Chases Upset",Right
66295,91620,Trump Threatens to Torch More Republicans,Left
66333,91780,Top Republican Faces Tough Questions About Health Care At Oregon Town Hall,Right
66480,92103,Why Can’t Republicans Move On From Obamacare Repeal?,Left
66528,92205,Trump: I’m ‘Disappointed’ In Republicans For Legislative Failures (VIDEO),Left
66633,92430,"Sorry, Ryan: Senate Republicans To Scrap House Repeal Bill, Start From Scratch",Left
66634,92431,California Republicans Tip The Balance On O’care Repeal Vote,Right
66646,92455,Key Senate Republican Says House Bill Raises ‘More Questions Than Answers’,Right
66706,92601,The 5 Biggest Fibs Republicans Used To Pass The House Obamacare Repeal Bill,Left
66747,92663,Top Senate Intel Republican ‘Troubled’ By Comey Firing,Left
66842,92875,Russia Redux: Republican Senators Confront Another Trump Disaster,Left
66853,92887,Republicans Go Quiet or Scared,Left
66883,92927,First Republicans In Congress Use the I-Word: Impeachment,Left
67360,93958,GOP Tax Plan In Trouble As Republicans Increasingly Reject Import Tax,Left
67390,94030,Trump Tweets Misspelled Endorsement Of Georgia Republican Candidate,Left
67398,94046,READ: Senate Republicans Release Obamacare Repeal Bill,Left
67646,94692,Republican Leaders Weigh In On Whether Cruz Qualifies To Be Prez,Right
68013,95552,Rubio: Republican Voters Realized ’I Give The Party The Best Chance’,Right
68016,95555,Can Marco Rubio Save Republicans From Themselves?,Left
68018,95557,Initial Reflections: A Better Night for Republicans,Right
68236,95986,What Congressional Republicans’ Snub Of Obama’s Budget Really Says,Left
68305,96125,Harry Reid To Republicans: You Better Not Block Us From Replacing Scalia,Left
68332,96179,AP: Fact Checking The South Carolina Republican Debate,Left
68531,96628,Meet The Republican Willing To Give Obama’s SCOTUS Nom A Chance,Left
68538,96650,Trump To Cruz: ’You Don’t Have One Republican Senator Backing You’,Left
68619,96817,Trump Criticizes The Republican Party: It’s ’Not Being Run Properly’,Left
68698,96959,Harry Reid Savages Republicans For Making Trump,Left
68705,96966,Mass. GOP Guv Says He Won’t Back Trump As Republican 2016 Nom,Right
68740,97037,Republicans Debate. A Total Mess. Sad!,Left
68838,97236,Biden: Ronald Reagan Could Not Win The Republican Primary Today,Left
