ID,Title,Bias
37651,"Trumpocrats to Tour Rust Belt, Energize Democrats for Trump Against Hillary - Breitbart",Right
37710,Democrats Boo Leon Panetta for Saying Islamic State ’Must Be Stopped’,Neutral
37733,"Democratic Senators Stall CR, Force Federal Government into Weekend Shutdown",Right
37795,The Democrats Are Officially the Anti-Israel Party - Breitbart,Right
37858,’Black Men for Bernie’ Founder to End Democrat ’Political Slavery’ of Minorities,Left
37861,Rape-Hoaxer Lena Dunham to Speak at Star-Studded Democratic National Convention - Breitbart,Right
37893,Katrina Pierson: Bernie Sanders Supporters ’Sending Me Messages’ They Will Back Donald Trump If Hillary Clinton ’Steals’ the Democratic Nomination - Breitbart,Right
38210,"Flint’s Water a Recurring, Democrat Problem - Breitbart",Right
38214,"Dem Rep Cleaver: ’We Have No Strategy,’ Without Younger Leadership, Democratic Caucus Won’t Exist - Breitbart",Right
38240,Congressional Democrats And Republicans Flock To Cuba With Obama - Breitbart,Neutral
38444,Democrat Civil War: Progressives Target Potential Clinton Veep Julian Castro - Breitbart,Right
38462,Bruce Springsteen: Trump Threatens ’Entire Democratic Process’,Left
38499,Chris Christie to Democrat LA Gov: Stop the Partisan Politics,Left
38514,Sanders: The Democratic Convention ’Will Be A Contested Contest’ - Breitbart,Right
38640,Politico National Editor Swears She Is No Longer a Democrat,Right
38678,DNC Ad: Breitbart Headlines Not Politically Correct Enough for Democrats - Breitbart,Right
38679,Senate Democrats Block Zika Funding Because It Doesn’t Fund Planned Parenthood - Breitbart,Right
38685,"Democrats’ False Patriotism, Scoundrels’ Last Refuge",Right
38815,"Wikileaks’ Emails Validated in Routine Tests, As Democrats Try to Discredit Revelations - Breitbart",Right
39009,"Ted Cruz On Corruption, and the Democrat Devastation of Detroit - Breitbart",Right
39010,Rasmussen: Half of Democrats Think Bernie Sanders Should Replace Hillary Clinton If Her Health Fails - Breitbart,Right
39104,"Illegal Foreign Voting in Virginia Covered Up by Soros-Backed Democratic Officials, Says Report - Breitbart",Right
39129,Former Inspector General: Powerful Democrat Women Standing in Way of Hillary Indictment - Breitbart,Right
39179,Dem Rep Tim Ryan: Democrats Have Become ’a Coastal Party’ - Breitbart,Right
39207,"Howie Carr: Democrats, the Kennedys, and Antisemitism - Breitbart",Right
39431,North Carolina Victim of Child Molestation Slams State Democrats for Pushing Transgender Ideology,Right
39607,Sanders Admits: ’Democrats Are Not Always Right’ - Breitbart,Right
39631,Democrat Town Hall: Hillary Clinton Says More Gun Control the Answer to Gang-Related Gun Violence - Breitbart,Right
39684,Washington Post Echoes Breitbart: Mass Immigration Handing Virginia to Democrats - Breitbart,Right
39778,Wikileaks: CNN Asked Democrats to Draft Questions for Republican Candidate Interviews - Breitbart,Right
39833,Manchin Says He Will ’Absolutely’ Remain a Democrat - Breitbart,Left
39889,Young Democrats Rush to Register Ahead of California Primary - Breitbart,Right
39907,Erik Prince: Leaked ‘Pay-to-Play’ Clinton Emails Show ’Everything Is for Sale for the Democrats’,Right
39989,Democratic Candidates Hide from Hillary Clinton in North Carolina,Right
40025,In Search of Donald Trump Democrats - Breitbart,Right
40055,Obama: ’Secret’ Who I Voted for in Democratic Primary - Breitbart,Neutral
40130,Nancy Pelosi: I Don’t Think Democrats ’Want A New Direction’ - Breitbart,Right
40192,Joy Reid: Not True That Republicans Passed Civil Rights for African-Americans That Democrats Opposed - Breitbart,Right
40205,"Tower Summit: Trump to Meet Silicon Valley Techies Who Funded Hillary Clinton, Democrats to Tune of Millions - Breitbart",Left
40228,AP: Donald Trump’s Midwestern Working-Class White Voters ’Helped Anchor Democratic Presidential Victories for a Generation’ - Breitbart,Right
40278,Ted Cruz: Donald Trump Supports California Democrats - Breitbart,Right
40345,"House Democrats Launch Bill To Ban Religious Exemptions For Abortions, Gender Transition Services - Breitbart",Right
40497,VIDEO - Song Gone Viral: ‘I Think My Dog’s a Democrat!’,Right
40530,Year 2015: Black-on-Black Violence in Democrat-Run Cities Has Been Ignored - Breitbart,Right
40531,New York Times Begs Apathetic Democrats: Please Vote for Hillary Clinton - Breitbart,Right
40651,Trump: ’A Lot of Democrats Are Going to Cross Over to Me’ - Breitbart,Right
40773,"David ‘Mudcat’ Saunders: Time for Democrats to ‘Help America Move Forward,’ Admit Trump Beat Clinton ‘Fair and Square’",Left
40841,NY Post: Why Didn’t the Democrats Even Mention the Clinton Foundation? - Breitbart,Right
40915,Donald Trump Wins Constitutional Mandate as Democrats Bet on Anarchy - Breitbart,Right
41034,Wayne LaPierre: Democrats Push to Disarm Us as Terrorists Crouch at the Door,Right
41046,Giuliani: ’Dead People Generally Vote for Democrats’ - Breitbart,Right
41262,"WikiLeaks Release Over 19,000 Leaked Emails From The Democratic National Committee - Breitbart",Right
41303,Celebs Cheer Sanders Over Hillary During Democrat Debate,Left
41421,Feminist Camille Paglia: Abortion Has Become ‘Ideological Tool’ of Democrat Party to Drive Votes - Breitbart,Left
41426,"ESPN, Congressional Democrats Team Up Against NFL - Breitbart",Right
41466,Murder of Teenage Boy Caps Bloodiest May in Democratic Chicago For 21 Years - Breitbart,Right
41480,Report: Gun Control Not Resonating with SC Democrat Primary Voters - Breitbart,Right
41593,"Trump Boosted By Party-Switching, Mid-West Democrats, So Racism, Sneers NY Times",Left
41675,Trump Blasts ’Democrats’ Fantasy World’ at Packed Iowa Rally,Left
41751,"Pew: Hispanic Americans Account for 88 Percent of Democratic, 16 Percent of GOP Growth in FL - Breitbart",Neutral
41771,Pat Caddell: Poll Shows ’Great Opposition’ to Refugee Expansion ’Even Among Democrats and Hillary Voters’,Right
41816,"EXCLUSIVE - Alan Dershowitz: ‘Problem’ to be a Democrat and Care About American Exceptionalism, Israel",Left
41829,Democrat Leland Yee Sentenced to Five Years in Weapons Trafficking Case - Breitbart,Right
41960,"More Than 60,000 Democrats Switch to Republican Party in Pennsylvania ahead of Primary - Breitbart",Right
42056,"Mike Pence Calls on Independents, Democrats, Republicans to ’Come Home’ and Vote Trump - Breitbart",Right
42179,Game Shut Down After Democrat Katherine Clark Complains of ’Harassment’ - Breitbart,Neutral
42230,Democrat Debate: Hillary Clinton Again Suggests Adam Lanza Used ’Automatic Weapon’ - Breitbart,Right
42293,Joy Reid: ’Seems to Be All-Out War Between the Democrats’ - Breitbart,Right
42327,Hillary Clinton’s Support Drops Below 50 Percent Among Democrats - Breitbart,Right
42332,"Poll: FBI Exception for Hillary Clinton Slammed by Middle Class, Backed by Democrats’ High, Low Extremes - Breitbart",Right
42405,"Clift: Cruz ’Makes Donald Trump Look Like a Raving Liberal,’ ’Most Democrats’ Would Prefer Trump Over Cruz - Breitbart",Right
42549,Trump Communications Advisor: Democrats ’Absolutely Freaking Out’ About Michigan Going for Trump - Breitbart,Right
42591,Democrats Demand Halt as House Panel Reveals Profits from Babies’ Organs - Breitbart,Right
42616,Democrat Debate: Bernie Sanders Brags About His ’D-’ from the NRA - Breitbart,Right
42623,Ted Cruz: Senate Can’t Let Democrats Use Scalia’s Death to Erase 2nd Amendment - Breitbart,Right
42718,Black Louisiana Politician: Democrats Are Playing Politics as Floods Bring Death and Devastation to Louisiana - Breitbart,Right
42796,"McCain, Graham Join Democrats, Demand Probe into Claims of Russian Hacking - Breitbart",Right
42988,’24’ Star Kiefer Sutherland Compares Donald Trump to Democrat Segregationist George Wallace - Breitbart,Left
42998,"Obama, Senate Democrats Trying to Keep FCC Democrat Controlled Under Trump Administration - Breitbart",Right
43024,Kesha At Democrat Rally: We Decide Who Gets ’F**king Weapons’ - Breitbart,Right
43058,Democrats Worry Brexit Will Lead to Trump Victory - Breitbart,Neutral
43153,Hillary Clinton Campaign Refused to Turn Over Data to FBI Before Democrat Hacks - Breitbart,Right
43284,"In Blue California, Democrats On Verge Of Supermajorities",Left
43369,"With Democrats In Charge The Result Is Racism, Rape, Riots, and Poison Water - Breitbart",Right
43446,’Clinton Cash’ Dominates #1 on Facebook During Democratic National Convention - Breitbart,Right
43452,Opposition Rises Against Rep. Keith Ellison’s Bid to Chair the Democratic National Committee - Breitbart,Left
43515,Silicon Valley Urges Giving Election Day Off to Help Democrats,Right
43670,NBC’s Kristen Welker: ’No Doubt’ Brexit Vote Making Democrats ’Jittery’ - Breitbart,Neutral
43791,Bernie Sanders Praises Debbie Wasserman Schultz Resignation as Chance to Reform Democratic Party - Breitbart,Left
43900,"Caddell: Democrats ’a Hollowed-Out Party’ of ’Bi-Coastal Elites,’ Unable ’to Reach Out Beyond Identity Politics’",Right
43905,Hillary Clinton Wins Louisiana Democrat Primary - Breitbart,Left
44002,"MSNBC’s Harris-Perry: Democratic Field ’Anemic,’ ’Whiter Than the Oscars’ - Breitbart",Right
44015,Bill Clinton Replays His Successful 1992 ’Sister Souljah’ Jab at Democratic Radicals - Breitbart,Right
44021,Rudy Giuliani: ‘Democrats Should Apologize for Calling Donald Trump a Racist’ - Breitbart,Right
44167,The Hill: Democrats Hit New Low in State Legislative Seats After Devastating November Election,Right
44193,"Dem Rep Ryan: ’The House Is Burning Down’ In Democratic Party, ’We’re Going to Cease Being a National Party’ - Breitbart",Left
44225,Democrats Felt the Love in Philadelphia - But Not for Police - Breitbart,Left
44285,Top 5 Ways Democrats Challenged the Legitimacy of the 2000 Election - Breitbart,Right
44315,Democrats Ignore Economy: That’s a Huge Opportunity for Donald Trump and Republicans  - Breitbart,Right
44350,Bernie Sanders Leaves Democratic Party after Endorsing Clinton - Breitbart,Right
44390,Rubio Donor: Democrat Hillary Clinton Better than Republican Donald Trump - Breitbart,Left
44433,WATCH: Anti-TPP Protest Breaks out on Democratic Convention Floor,Left
44434,The Washington Post: Should the Democrats Be Panicking?,Left
44594,Mickey Kaus: ‘How Wisconsin Democrats Can End Paul Ryan’s Career — Next Week!’ - Breitbart,Right
44611,Gretchen Carlson Attorney Donates Big to Left Wing Democrats,Left
44654,Trevor Noah to Join Obama at Democrat Retreat as Keynote Speaker - Breitbart,Right
44789,Congressional Democrats Weren’t Told About Obama’s Cash Payments to Iran,Right
44811,James Pinkerton – The Democrats vs. The Deplorables: The New Class Struggle Comes to the Midwest   - Breitbart,Right
44868,Democrats: We Don’t Care If Hillary Clinton Is Indicted - Breitbart,Right
44912,PHOTOS: 13 Best Protest Signs at Democratic National Convention,Left
44993,Reuters: Working Class Democrats from Famous Rust Belt Town Rally Behind Trump’s Populist Message,Right
45041,Bill Maher: Democrats Could Lose to Trump for Refusing to Say ’Islamic Terrorism’,Right
45168,Orlando Gay Conservative Speaks Out About Democrats’ Hypocrisy - Breitbart,Right
45193,HuffPo’s Stein: ’Destruction of the Democratic Party’ Under Obama Makes You Wonder What Electoral Benefits He Gave It - Breitbart,Right
45204,Limbaugh Credits Trump for ’Hijacking’ Democratic National Convention with Press Conference - Breitbart,Left
45250,Useful Idiots: ’Conservative’ Pundits Gaga Over Democrat Parlor Tricks - Breitbart,Right
45259,Gay Hook Up Apps See Massive Spike in Usage in Philly During Democrat Convention - Breitbart,Right
45284,The Democrat National Department of Justice - Breitbart,Neutral
45286,Dem Rep Tim Ryan: Democrats Have an ’Obligation’ to Work With Trump - Breitbart,Right
45301,Obama: ’Latte Sippin’ Democrats Need to Show Up - Breitbart,Right
45549,"Pro-Abortion Writer: To Compete, Democrats Must Admit Pro-Life Candidates",Right
45574,"Democrats Get 94 Percent Of Ivy League’s Political Donations, Study Reveals - Breitbart",Right
45590,***2016 Livewire*** Democrats In Disarray On Eve Of Hillary Clinton’s Coronation Convention in Philadelphia - Breitbart,Right
45607,"Poll: 84 Percent of Democrats Prefer Paul Ryan to Lead GOP, Not Donald Trump - Breitbart",Left
45630,CNN’s Sanders: ’We Don’t Need White People Leading the Democratic Party Right Now’ - Breitbart,Right
45663,"David Brock: Democrats ’in a Bad Situation,’ Hillary Loss ’Exposed the Lack of Democratic Power’ - Breitbart",Right
45664,Donald Trump Just Overtook The Democrats On Gay Rights - Breitbart,Right
45731,’Will Hillary Clinton Get Prosecuted’: Most-Googled Hillary Search During Democratic Debate - Breitbart,Right
45770,"NC Gov McCrory: Local GOP HQ Firebombing ’Can Impact the Democratic Process,’ ’Sign of Intimidation’ - Breitbart",Right
45784,Obamacare Double-Digit Increases Threaten Democrats - Breitbart,Right
45807,"Cheney: Trump ’Sounds Like a Liberal Democrat,’ With Iraq and 9/11 Claims, ’He’s Wrong’ - Breitbart",Right
45893,Democrat Tom Coyne: Trump Challenging ’Institutional Elites’ in Both Parties,Left
45975,Democrat Senator Uses Gang Incidents to Raise Annual ’Mass Shootings’ from 4 to 372 - Breitbart,Right
45981,Bernie Sanders: ’We Have to Replace the Current Democratic National Committee Leadership’ - Breitbart,Right
45986,"Bernie Sanders Won’t Join Democratic Party, Calls on Trump to Cut Ties with Bannon - Breitbart",Right
45998,Christian Rickers: Democrats Have ‘No Vision for the Future’ They’re ‘Still Looking in the Rear View Mirror’,Right
46030,Newt Gingrich: NRA-Trump Alliance Eroding Democrats’ Hold on Rural America,Right
46035,Obama Labor Secretary Tom Perez Running for Democrat National Committee Chairman - Breitbart,Neutral
46063,Todd: Trump Voters Like ’Reagan Democrats’ - Can’t Win General Election Without Them - Breitbart,Right
46134,POLITICO: Democrats Fret Over Timing of Clintons’ Charity Fete - Breitbart,Right
46162,Donald Trump on Virginia Restoring Voting Rights for Felons: ’They Know They’re Going to Vote Democrat’ - Breitbart,Right
46178,Michael Moore: People Don’t Trust Democrats Anymore - Breitbart,Right
46187,"Report: 48,000 More Republicans Than Democrats in Florida’s First Coast Vote Early - Breitbart",Right
46195,Cruz: Democratic Process Will Reveal Truth About Bill Clinton’s History With Women,Right
46375,"Sen. Grassley Waffles on Scalia: Helps Obama, Democrats Push for Replacement Judge - Breitbart",Left
46439,Indiana Police Raid Democrat-Connected Voter Registration Project - Breitbart,Right
46494,Cruz Suggests Trump Could Be Democrat - Breitbart,Right
46497,Another Democrat Trashes Elie Wiesel: ’Holocaust Whore’,Right
46583,Bishop Urges Blacks To Oppose ‘Anti-Christian’ Democrat Party - Breitbart,Right
46597,Moderator at Democrat Debate on Live Mic: ’Oh God’ - Breitbart,Right
46619,Chuck Schumer Fires Group of Democratic Staffers Right Before the Holidays - Breitbart,Right
46676,Gloria Allred Was Hillary’s Delegate at Democratic Convention,Left
46726,Democrat Tim Ryan to Challenge Nancy Pelosi for House Minority Leader,Neutral
46764,Politico’s Army of Democrats Driving Anti-Trump Narrative,Right
46777,"Hillary Clinton’s Token ""Republican"" Endorser Is Actually a Democratic Donor - Breitbart",Right
46784,Caddell: Media Have ‘Selective Memory’ When It Comes to Democrats Accepting Election Results,Right
46919,Clint Eastwood: Khizr Khan Being ’Exploited’ by Democrats - Breitbart,Right
46936,‘Four More Years!’ Democrats Swoon for Michelle Obama During Hillary Clinton Rally - Breitbart,Neutral
47118,California Primary: Democrat Still Says 20% Muslims Back Terror,Right
47123,Ted Cruz Warns Democrats Could Have ‘Massive Wins’ in Texas,Right
47147,"Nevada Democratic Convention: Bernie, Hillary Fans Fight",Right
47160,"After the Orlando Attack, Democrats Rally While GOP Splits - Breitbart",Right
47167,"Gallup: Democratic Party Identification at Record Low, Most Identifying as Independents - Breitbart",Right
47173,Democratic Party Suffers Nervous Breakdown In Philly: The Inside Story - Breitbart,Right
47297,The Milo Yiannopoulos Show: How the Democratic Party Uses Identity Politics to Divide Americans - Breitbart,Right
47346,Poll: Democratic Women Most Likely to Block or Unfriend Someone over Politics - Breitbart,Right
47423,Ghost of 1968 Democrat Convention Riots Returns to Chicago - Breitbart,Right
47459,Democrat Party Platform: They Are Coming for Your Guns - Breitbart,Right
47557,NYTimes: Nancy Pelosi ’Symbol of What Went Wrong’ for Democrats in 2016 - Breitbart,Right
47674,"After Charlotte Riots, Democrats Cancel Pro-Clinton Press Call - Breitbart",Right
47682,Bernie Sanders Seems Hell Bent on Losing the New York Democratic Primary - Breitbart,Right
47691,Jonathan Daniel Brown: Democrats Shouldn’t Expect Bernie Supporters to ’Fall in Line’ for Clinton - Breitbart,Right
47751,5 Times Democrats Claimed U.S. Elections Are ’Rigged’ - Breitbart,Right
47888,MSNBC’s Chris Hayes Condemns Democrat Mob Violence: Participants Should be ‘Identified and Prosecuted’ - Breitbart,Left
47971,"Dershowitz: Sanders Is Dangerous Ignoramus, Picking ’Professional Israel-Hater’ For Democratic Platform",Right
48062,Sanders Calls for a ’New Direction’ for the Democratic Party - Breitbart,Right
48067,"James Pinkerton – The Democrats vs. The Deplorables, Part Two: The Immigration Flashpoint  - Breitbart",Neutral
48127,NYT Peter Baker: ’Democrats Are Quietly Absolutely Petrified’ About Hillary’s FBI Investigation - Breitbart,Right
48141,"Ted Cruz: Suggests Democrats Behind Donald Trump’s ’Natural Born’ Citizen Debate, Propping Up Candidate Dems Can Beat - Breitbart",Neutral
48173,Pat Caddell: Democrat Voters Worried About Clinton’s Health,Neutral
48202,Giuliani: Uniformed Police Officers Not Allowed on Democratic Convention Floor - Breitbart,Right
48233,’Red State’ Editors Support Democrat Mob Attacks on American Trump Supporters: ’Deserve to be Beaten’ - Breitbart,Right
48250,Donald Trump: Democrats ’Going to Slip Joe Biden In’ - Breitbart,Right
48327,"Krauthammer: FBI Director, Not Bernie Sanders Will Determine Democratic Nominee - Breitbart",Neutral
48376,Democratic National Convention Begins with Racial Gatherings,Left
48409,Bernie Sanders Gains on Hillary Clinton As She Loses White Democratic Voters - Breitbart,Left
48482,Harry Reid: Democrats 2020 Going To Be ‘An Old Folks Home’ - Breitbart,Right
48516,Hillary Clinton: Trump Was ’Basically A Democrat’ - Breitbart,Left
48522,California Democratic Congresswoman Praises Fidel Castro,Left
48598,Wikileaks - Hillary Clinton Admits: Political System Designed to Protect Party Establishments Suggests New Rules to Benefit Democrats - Breitbart,Right
48621,Democratic Mega-Donor Haim Saban: Keith Ellison ‘Clearly An Anti-Semite’,Right
48654,How the Democrats Are Disarming Us,Right
48764,Hillary Clinton Could Drag Down Democrat Ticket - Breitbart,Right
48808,Democrats’ Caucus-Chaos: Party Switched Iowa Delegate from Sanders to Clinton - Breitbart,Right
48874,"John Fund: WikiLeaks, a Ticking Time-Bomb for Democrats - Breitbart",Right
49037,Democrats Lament Loss of Working Class: ’We’ve Become an Urban Party’ - Breitbart,Right
49040,House Democrats Launch Sit-In to Force Gun Control Vote - Breitbart,Right
49041,Wikileaks: Democrat-Media Complex Hall of Fame (So Far),Right
49050,Democrat Debate: Hillary Clinton Continues Falsely Claiming Gun Makers Have ’Immunity’ - Breitbart,Right
49104,MSM Ignore Day Four of Democratic National Convention Protests,Right
49125,"Blue Collar Democrats Turn Against Hillary Clinton Over Radical Islam, Loss of US Manufacturing Base - Breitbart",Right
49129,Democrats Allow Voting By Felons to Help Hillary Clinton - Breitbart,Right
49348,Limbaugh: Trump Lost with Pledge to ’Deal’ with Democrats,Left
49397,Democrats Hiding Hillary In Low-Visibility Sunday Night Debate - Breitbart,Right
49398,Washington Democrat Won’t Vote for Hillary Clinton in Electoral College - Breitbart,Right
49404,Ben Carson: Black Dependence on Democrats Has Meant ’Poverty and Broken Homes and Crime and Incarceration’ - Breitbart,Right
49415,Sanders: Wasserman Schultz Is Not The Kind of Chair That the Democratic Party Needs - Breitbart,Right
49440,"Pennsylvania Republican Party Registers over 243,000 New Voters, Including Nearly 100,000 Former Democrats - Breitbart",Right
49483,Debbie Wasserman Schultz: I Will Not Gavel In Democratic Convention in Philadelphia - Breitbart,Right
49489,The Pendulum Swings Leftward for the Democrats – And That’s Good News for Donald Trump  - Breitbart,Right
49566,"Time Warner CEO: Democrats, not Trump, Threatened First Amendment",Right
49593,Federal Judge Rules Against Democrats in Florida Voter ID Verification Case - Breitbart,Right
49599,Twitter Suspends Hacker Guccifer 2.0 After He Hacks Congressional Democrats - Breitbart,Right
49709,“It’s the Bataan Death March”-Democratic White House Aide Describes the Hillary Campaign to Maureen Dowd - Breitbart,Right
49746,Trumpocrats PAC: Media Ignoring Hundreds of Thousands of Democrats Recruited for Trump,Right
49833,Caroline Glick: ADL Is Covering for Democrats’ Antisemitism,Right
49873,"Democratic Hacker Horror: Cellphone Numbers, Personal Email Addresses of Congressional Democrats Released - Breitbart",Right
49936,AP: Hillary Clinton Wins Democratic Presidential Primary in Puerto Rico - Breitbart,Left
50103,Magic Bullet: Rush and Caller Reveal How ’Clinton Cash’ Uranium Revelation Turns Democrats into Trump Voters - Breitbart,Right
50142,"San Diego Paper Endorses Clinton, 1st Democrat in 148 Years",Left
50449,"If Democrats delay action on Trump nominees, America suffers",Left
50457,Obama tells Democrats: ’Don’t rescue’ Republicans on ’Trumpcare’,Left
50765,These Democrats aren’t attending Trump’s inauguration,Right
50774,Democrats already are trying to get out the vote for 2020,Neutral
50909,Democrats vow to fight Trump’s plans to repeal Obamacare,Left
51049,Medicaid takes center stage as Democrats grill Tom Price,Neutral
51229,Democrats protest Trump’s travel ban outside Supreme Court,Left
51271,Democrats face their powerlessness,Right
51365,Is anti-Trump furor papering over Democrats’ working-class woes?,Right
51379,Democratic base leading the way for would-be party leaders,Left
51429,Democratic senator: We may flip another GOP vote on DeVos,Right
51495,The Democrats fighting the legal battles against Trump,Left
51614,"Democrats, advocates question ICE enforcement raids",Left
51913,Democratic divisions on display at DNC debate,Left
51983,Democrats: WH contact with FBI an ’outrageous breach of the FBI’s independence’,Left
52079,Democratic women wear white to Trump’s address,Left
52190,Cyberattack hits PA Democrats’ computers,Left
52286,Democrats call for special counsel during hearing for Sessions’ would-be deputy,Right
52345,Amazon bestseller: 266 blank pages on why to vote Democrat,Left
52438,How CBO report could help Democrats beat Trump,Left
52597,"Gorsuch touts family, roots while Democrats revisit Garland snub",Right
52648,Durbin: Gorsuch lacks necessary Democratic support,Right
52732,"GOP, you need to make friends with Democrats",Left
52752,Lindsey Graham on health care: Republicans and Democrats need to work together,Neutral
52799,Kasich: Trump needs to work with Democrats on health care,Left
52821,Inscrutable Gorsuch raises Democratic ire,Left
52881,"Republicans, Democrats hold dueling events as Gorsuch vote looms",Neutral
52913,Paul Ryan: I don’t want to work with Democrats on health care,Right
52914,"Sanders criticizes Clinton campaign, Democrats at Boston rally",Neutral
52931,House Democrat calls bid to unseat Cruz key to flipping Senate,Left
52953,Why everyone is waiting to hear from these Democrats on Neil Gorsuch,Right
53154,Democrats have zero leverage after Gorsuch,Right
53429,Democrats needed a win. They didn’t get one in Georgia.,Right
53490,Democrats’ ’unity tour’ is highlighting their many divisions,Left
53523,Hillary Clinton doesn’t deserve all the blame for Democrats’ failure,Right
53571,Democrats open to more border security money,Left
53587,This poll number should scare Democrats,Right
53741,Democrats’ Senate math problem,Right
53821,"Don’t lose your focus, Democrats",Left
53958,"Democrats, don’t get too giddy about 2018",Right
54064,Trump: Russian meddling story an ’excuse’ for why Democrats lost,Left
54191,Democrats set for first view of potential 2020 candidates,Left
54279,Cupp: Democrats will definitely turn on Mueller,Right
54700,How Greg Gianforte’s body slam might save a Democratic Senate seat in Montana,Right
54846,Democrats furious at evasive answers at hearing,Left
54849,Democrats pounce on Handel for ’livable wage’ remark,Right
54911,"Sanders to faithful: Take down Trump, take over Democratic Party",Left
55191,"Psaki: Democrats, don’t lose your cool over Georgia vote",Right
55197,"In Georgia, close isn’t nearly good enough for Democrats",Right
55408,Democrats end House sit-in protest over gun control,Right
55476,Clinton campaign hails Democratic platform,Right
55539,Democrats block $1.1 billion Zika bill,Right
55654,Democrats call for end to death penalty,Left
55721,House Democrats will oppose GOP gun bill,Left
55939,First on CNN: House Democrats bracket Ryan with cable ad buy,Right
56114,Democrats to counter GOP’s convention message,Neutral
56208,The West should embrace Turkey’s democratic resistance,Neutral
56369,6 takeaways from Wednesday night at the Democratic Convention,Neutral
56413,10 takeaways from the Democratic convention,Left
56425,Democrats review Clinton’s convention message,Neutral
56440,The Democrats’ Republican moment,Right
56761,How Democrats can resolve identity crisis,Right
56814,"Hacker releases cell phone numbers, personal emails of House Democrats",Neutral
56886,Democrats face simmering internal tensions,Right
57556,Democrats hit GOP candidate in Nevada over Trump support,Right
57755,Pence says he’s getting ’whiff of desperation’ from Democrats,Right
58107,FBI investigating possible hack of Democratic Party staffer cell phones,Right
58274,Democrats gain registration edge in Colorado,Left
58391,Democrats seek to punish GOP Senate candidates over Trump audio,Left
58756,James Comey: The man Democrats and Republicans hate,Neutral
58805,Tear up the Democratic Party,Right
58819,Ayotte concedes to Democrat Maggie Hassan,Left
58858,Pelosi likely to remain top House Democrat,Right
58872,Democrats try to pick up the pieces,Left
58902,"Democrats, we need this new direction",Left
58997,Democrats hope Trump meets his match in Schumer,Neutral
59436,Democrats want Russian hacking intelligence declassified,Right
59582,"Lindsey Graham, Democrats plan probes of hacking",Right
59947,Poll: Democrats want someone new for 2020,Left
59995,Democrats target HHS nominee’s health industry stock trades,Right
61580,McConnell: No Lynch vote unless Democrats relent on bill,Right
61757,"Rep. King: U.S. Jews are Democrats first, Jewish second",Left
61853,Can this Democrat really beat Hillary Clinton?,Left
63047,Democratic Rep. Kirkpatrick to challenge John McCain,Left
63262,Obamacare ruling a time bomb for Democrats,Right
63353,Democratic candidates: The more the merrier,Left
63401,Democrats fret unions’ pressure tactics on trade,Neutral
63680,Lame duck: Democrats clip Obama’s wings,Right
64516,Democrats hone name-free Clinton attacks,Right
64579,Democrats block debate on highway bill,Right
64807,White House sees Democrats lining up on Iran,Right
64808,CNN to host first Democratic presidential debate,Left
64830,Judge blocks North Carolina law meant to limit incoming Democratic governor’s power,Left
64956,Mitch McConnell: Democrats should ’grow up’ and consider Trump nominees,Right
64957,Obama: ’I take some responsibility’ for massive Democratic losses during my presidency,Right
65018,Democrats just launched a campaign to fix one of their biggest problems during the Obama era,Right
65031,Democrats let FBI Director James Comey have it during tense closed-door meeting on Russian hacking,Left
65148,David Clarke tells ’DeploraBall’ crowd the only time he’d reach ’across the aisle’ to Democrats ’is to grab one of them by the throat’,Right
65179,"Our exclusive with Colorado’s colorful, rising-star governor, the man some Davos elites say could lead Democrats in 2020",Left
65212,Democrats introduce bill to curb Trump’s ability to launch a nuclear strike,Right
65228,A high-profile Democratic congresswoman says she met with Assad on her secret trip to Syria,Right
65338,Here’s the letter Democrats just sent urging an investigation into Michael Flynn’s ties to Russia Today,Left
65344,Mark Cuban digs in on combating Trump and tells Democrats they are ’blowing it’,Right
65422,Democrats aren’t worried about a GOP congressman’s bill to abolish the EPA,Left
65558,DEMOCRATS: Trump’s Russia controversy is ’already bigger than Watergate’,Left
65669,The fight for the future of the Democratic Party is about to reach a critical point,Right
65688,Top Democratic senator on investigating Trump’s ties to Russia: ’This is a long way from over’,Left
65701,Top Democratic senator on Russia investigation: ’This may very well be the most important thing I do in my public life’,Left
65722,TOP DEMOCRATIC SENATOR: The party has to do these 3 things to start winning again,Left
65739,Democrats’ pick to respond to Trump’s speech was selected for one huge reason,Left
66058,Democratic congressman asks James Comey to conduct real-time fact-check of Trump tweet during hearing,Left
66085,’A body blow to the investigation’: Democrats slam GOP investigator over disclosure of Trump wiretap claims,Left
66162,Top Democrat on the House Intel Committee: Devin Nunes should recuse himself from Trump-Russia probe,Left
66164,’Unfit to lead’: Democratic members of the House Intelligence Committee start to turn on Devin Nunes,Right
66173,Former Republican House majority leader says it’s a ‘rookie mistake’ for Trump to work with Democrats,Right
66180,Republican leaders have diverging views on whether or not Democrats should celebrate the ’Trumpcare’ flameout,Left
66181,The Democratic National Committee just asked all its staffers to resign,Right
66183,Top Democrat on Senate Intel Committee: Sally Yates ’is an individual that we’re going to want to talk to’,Left
66189,Trump realizes he shouldn’t have written Democrats off — but he’s already screwed himself,Left
66226,Top Democrat on House Intel committee says he saw the documents at the center of an uproar in the Trump investigation,Right
66257,Another Democratic senator in a red state says he’ll block Trump’s Supreme Court nominee,Right
66260,’Why all the subterfuge?’: Top Democrat says Trump’s dismissal of the Russia investigation ’should set off alarm bells’,Left
